ID_vuelo;Id_empresa;Tráfico (N/I);Tipo Vuelo;Pasajeros;Carga + Correo (Kg)
1133;24;N;T;67;10639
1134;24;N;T;714;2298
1135;24;N;T;186;2373
1136;24;N;T;78;1977
1137;24;N;T;35;0
1138;24;N;T;80;689
1139;24;N;T;16;488
1140;24;N;T;33;0
1141;24;N;T;771;1337
1142;24;N;T;23;595
1143;24;N;T;220;620
1144;24;N;T;32;108
1145;24;N;T;13;214
1146;24;N;T;17;380
1147;24;N;T;12;198
1148;24;N;T;88;9811
1149;24;N;T;46;957
1150;24;N;T;29;54
1151;25;N;T;1;0
1152;25;N;T;0;136
1153;25;N;T;0;90
1154;25;N;T;0;488
1155;25;N;T;0;90
1156;25;N;T;0;143
1157;25;N;T;0;161
1158;25;N;T;0;191
1159;25;N;T;0;594
1160;25;N;T;0;378
1161;25;N;T;0;191
1162;25;N;T;0;786
1163;25;N;T;0;550
1164;25;N;T;0;94
1165;25;N;T;0;951
1166;25;N;T;0;90
1167;25;N;T;0;376
1168;25;N;T;0;145
1169;25;N;T;0;123
1170;25;N;T;16;597
1171;25;N;T;7;373
1172;25;N;T;9;271
1173;25;N;T;4;330
1174;25;N;T;0;18
1175;25;N;T;0;18
1176;25;N;T;0;12
1177;25;N;T;0;9
1178;25;N;T;0;9
1179;25;N;T;0;12
1180;25;N;T;0;145
1181;25;N;T;0;489
1182;25;N;T;0;90
1183;25;N;T;0;116
1184;25;N;T;0;1492
1185;25;N;T;0;175
1186;25;N;T;0;9
1187;25;N;T;0;9
1188;25;N;T;0;27
1189;25;N;T;0;90
1190;25;N;T;2;94
1191;25;N;T;3;267
1192;25;N;T;0;90
1193;25;N;T;0;94
1194;25;N;T;0;276
1195;25;N;T;0;94
1196;25;N;T;0;36
1197;25;N;T;0;29450
1198;25;N;T;10;417
1199;25;N;T;0;148
1200;25;N;T;39;1669
1201;25;N;T;18;600
1202;25;N;T;1;576
1203;25;N;T;43;1296
1204;25;N;T;17;679
1205;25;N;T;0;42
1206;25;N;T;1;534
1207;25;N;T;0;94
1208;25;N;T;1;162
1209;25;N;T;0;9
1210;25;N;T;0;9
1211;25;N;T;0;36
1212;25;N;T;0;450
1213;25;N;T;17;569
1214;25;N;T;1;126
1215;25;N;T;0;72
1216;25;N;T;0;63
1217;25;N;T;0;90
1218;25;N;T;0;27
1219;25;N;T;0;45
1220;25;N;T;0;53
1221;25;N;T;0;12
1222;25;N;T;0;90
1223;25;N;T;0;9
1224;25;N;T;0;18
1225;25;N;T;0;17
1226;25;N;T;0;13
1227;25;N;T;0;9
1228;25;N;T;0;58
1229;25;N;T;1;45
1230;26;N;C;14;0
1231;26;N;C;6;0
1232;26;N;C;27;916
1233;26;N;C;333;5410
1234;26;N;C;245;192
1235;26;N;C;147;1926
1236;26;N;C;82;1309
1237;26;N;C;159;396
1238;26;N;C;336;5584
1239;26;N;C;961;1476
1240;26;N;C;80;1589
1241;26;N;C;1;0
1242;26;N;C;15;0
1243;26;N;C;186;269
1244;26;N;C;19;0
1245;26;N;C;110;0
1246;26;N;C;62;703
1247;26;N;C;61;568
1248;26;N;C;91;784
1249;26;N;C;23;483
1250;26;N;C;17;0
1251;26;N;C;1059;448
1252;26;N;C;337;2923
1253;26;N;C;317;322
1254;27;I;R;0;81107
1255;27;I;R;0;189955
1256;28;I;R;0;104841
1257;28;I;R;0;91112
1258;28;I;R;0;388
1259;28;I;R;0;38421
1260;28;I;R;0;927559
1261;28;I;R;0;121928
1262;29;I;R;86;0
1263;29;I;R;59;0
1264;29;I;R;2;0
1265;29;I;R;87;0
1266;29;I;R;141;0
1267;29;I;R;57;0
1268;29;I;R;1;0
1269;29;I;R;171;0
1270;29;I;R;3;0
1271;29;I;R;3593;192835
1272;29;I;R;56;0
1273;29;I;R;3;0
1274;29;I;R;24;0
1275;29;I;R;3157;115504
1276;29;I;R;155;0
1277;29;I;R;194;0
1278;29;I;R;65;0
1279;29;N;R;213;0
1280;29;N;R;7;0
1281;29;N;R;4;0
1282;29;I;R;15;0
1283;29;I;R;30;0
1284;29;I;R;13;0
1285;29;I;R;109;0
1286;29;I;R;99;0
1287;29;I;R;2;0
1288;29;I;R;61;0
1289;29;I;R;26;0
1290;29;I;R;30;0
1291;29;I;R;49;0
1292;29;I;R;140;0
1293;29;N;R;206;0
1294;29;I;R;4;0
1295;29;I;R;118;0
1296;30;I;R;0;82866
1297;30;I;R;0;3715
1298;30;I;R;0;6160
1299;30;I;R;0;919540
1300;30;I;R;0;135444
1301;30;I;R;0;40813
1302;30;I;R;0;1037902
1303;30;I;R;0;62658
1304;30;I;R;0;7401
1305;30;I;R;0;21643
1306;30;I;R;0;43180
1307;30;I;R;0;180550
1308;30;I;R;0;187582
1309;30;I;R;0;6566043
1310;30;I;R;0;2000
1311;31;I;R;11896;511416
1312;31;I;R;976;4588
1313;31;I;R;12317;245494
1314;31;I;R;1028;0
1315;32;I;R;6004;22732
1316;32;I;R;0;20574
1317;32;I;R;0;82035
1318;32;I;R;75;0
1319;32;I;R;5910;12969
1320;33;I;C;1172;0
1321;33;I;C;1276;0
1322;34;N;T;2;0
1323;34;N;T;2;0
1324;34;N;T;16;0
1325;34;N;T;2;0
1326;34;N;T;0;0
1327;34;N;T;0;0
1328;34;N;T;2;0
1329;34;N;T;2;0
1330;34;N;T;0;0
1331;34;N;T;14;0
1332;34;N;T;10;0
1333;34;N;T;5;0
1334;34;N;T;2;0
1335;34;N;T;2;0
1336;34;N;T;0;0
1337;34;N;T;6;0
1338;34;N;T;8;0
1339;34;N;T;4;0
1340;34;N;T;2;0
1341;34;N;T;2;0
1342;34;N;T;2;0
1343;34;N;T;2;0
1344;34;N;T;0;0
1345;34;N;T;24;0
1346;34;N;T;2;0
1347;34;N;T;14;0
1348;34;N;T;0;0
1349;34;N;T;6;0
1350;34;N;T;2;0
1351;34;N;T;2;0
1352;34;N;T;2;0
1353;34;N;T;2;0
1354;34;N;T;2;0
1355;34;N;T;22;0
1356;35;I;R;4181;26355
1357;35;I;R;12745;7493
1358;35;I;R;2942;0
1359;35;I;R;4086;3946
1360;35;I;R;2954;0
1361;35;I;R;12794;68818
1362;36;I;C;0;101279
1363;36;I;C;0;50175
1364;36;I;C;0;30008
1365;36;I;C;0;389262
1366;37;I;R;3;0
1367;37;I;R;1;0
1368;37;I;R;299;0
1369;37;I;R;25;0
1370;37;I;R;39;0
1371;37;I;R;139;0
1372;37;I;R;9836;3361
1373;37;I;R;2076;0
1374;37;I;R;2179;731
1375;37;I;R;2010;9835
1376;37;I;R;27;0
1377;37;I;R;6;0
1378;37;I;R;112;0
1379;37;I;R;10;0
1380;37;I;R;3;0
1381;37;I;R;1;0
1382;37;I;R;1;0
1383;37;I;R;8;0
1384;37;I;R;7;0
1385;37;I;R;325;0
1386;37;I;R;170;0
1387;37;I;R;71;0
1388;37;I;R;4;0
1389;37;I;R;3;0
1390;37;I;R;23;0
1391;37;I;R;2310;0
1392;37;I;R;155;0
1393;37;I;R;5;0
1394;37;I;R;1;0
1395;37;I;R;207;0
1396;37;I;R;18;0
1397;37;I;R;30;0
1398;37;I;R;11;0
1399;37;I;R;8;0
1400;37;I;R;10522;130100
1401;37;I;R;3103;0
1402;37;I;R;3;0
1403;37;I;R;1;0
1404;37;I;R;10;0
1405;37;I;R;127;0
1406;37;I;R;114;0
1407;37;I;R;147;0
1408;37;I;R;27;0
1409;38;I;R;50;0
1410;38;I;R;23;0
1411;38;I;R;31;0
1412;38;I;R;4;0
1413;38;N;R;52;0
1414;38;N;R;7;0
1415;38;I;R;79;0
1416;38;I;R;38;0
1417;38;I;R;6;0
1418;38;I;R;5;0
1419;38;I;R;22;0
1420;38;I;R;8;0
1421;38;I;R;7;0
1422;38;I;R;4;0
1423;38;N;R;41;0
1424;38;N;R;12;0
1425;38;N;R;11;0
1426;38;I;R;28;0
1427;38;I;R;21;0
1428;38;I;R;13;0
1429;38;I;R;1;0
1430;38;I;R;3;0
1431;38;I;R;4;0
1432;38;I;R;18;0
1433;38;I;R;1;0
1434;38;I;R;4;0
1435;38;I;R;36;0
1436;38;I;R;1;0
1437;38;I;R;1;0
1438;38;I;R;1;0
1439;38;N;R;36;0
1440;38;N;R;11;0
1441;38;N;R;16;0
1442;38;N;R;7;0
1443;38;N;R;5;0
1444;38;I;R;13;0
1445;38;I;R;25;0
1446;38;I;R;23;0
1447;38;I;R;2;0
1448;38;I;R;66;0
1449;38;I;R;35;0
1450;38;I;R;1;0
1451;38;I;R;192;0
1452;38;I;R;103;0
1453;38;I;R;104;0
1454;38;I;R;19;0
1455;38;I;R;4;0
1456;38;I;R;33;0
1457;38;I;R;11;0
1458;38;I;R;18;0
1459;38;I;R;2;0
1460;38;I;R;1;0
1461;38;I;R;81;0
1462;38;I;R;27;0
1463;38;I;R;44;0
1464;38;I;R;5;0
1465;38;I;R;5;0
1466;38;I;R;43;0
1467;38;I;R;61;0
1468;38;I;R;10;0
1469;38;I;R;21;0
1470;38;I;R;2;0
1471;38;I;R;6;0
1472;38;I;R;8;0
1473;38;I;R;39;0
1474;38;I;R;28;0
1475;38;I;R;36;0
1476;38;I;R;31;0
1477;38;I;R;60;0
1478;38;I;R;23;0
1479;38;I;R;6;0
1480;38;I;R;8;0
1481;38;I;R;4;0
1482;38;I;R;3;0
1483;38;I;R;8;0
1484;38;I;R;4;0
1485;38;I;R;11;0
1486;38;I;R;8;0
1487;38;I;R;1;0
1488;38;I;R;32;0
1489;38;I;R;12;0
1490;38;I;R;24;0
1491;38;I;R;20;0
1492;38;I;R;15;0
1493;38;I;R;102;0
1494;38;I;R;53;0
1495;38;I;R;2;0
1496;38;I;R;6;0
1497;38;I;R;4;0
1498;38;I;R;6;0
1499;38;I;R;99;0
1500;38;I;R;42;0
1501;38;I;R;1;0
1502;38;I;R;2;0
1503;38;I;R;108;0
1504;38;I;R;32;0
1505;38;I;R;5;0
1506;38;I;R;2;0
1507;38;I;R;22;0
1508;38;I;R;4;0
1509;38;I;R;83;0
1510;38;I;R;41;0
1511;38;I;R;39;0
1512;38;I;R;8;0
1513;38;I;R;156;0
1514;38;I;R;20;0
1515;38;I;R;108;0
1516;38;I;R;25;0
1517;38;N;R;1;0
1518;38;I;R;88;0
1519;38;I;R;17;0
1520;38;I;R;73;0
1521;38;I;R;79;0
1522;38;I;R;54;0
1523;38;I;R;87;0
1524;38;I;R;70;0
1525;38;I;R;3;0
1526;38;I;R;1;0
1527;38;I;R;14;0
1528;38;N;R;142;0
1529;38;N;R;6;0
1530;38;N;R;10;0
1531;38;N;R;18;0
1532;38;N;R;1;0
1533;38;N;R;17;0
1534;38;N;R;8;0
1535;38;N;R;33;0
1536;38;N;R;4;0
1537;38;I;R;13;0
1538;38;I;R;20;0
1539;38;I;R;153;0
1540;38;I;R;2;0
1541;38;I;R;38;0
1542;38;I;R;13;0
1543;38;I;R;12;0
1544;38;I;R;8;0
1545;38;I;R;30;0
1546;38;I;R;6;0
1547;38;I;R;44;0
1548;38;I;R;1;0
1549;38;I;R;15;0
1550;38;I;R;35;0
1551;38;I;R;37;0
1552;38;I;R;519;0
1553;38;I;R;59;0
1554;38;I;R;88;0
1555;38;I;R;43;0
1556;38;I;R;80;0
1557;38;I;R;44;0
1558;38;I;R;7;0
1559;38;I;R;1971;0
1560;38;I;R;34;0
1561;38;I;R;42;0
1562;38;I;R;9;0
1563;38;I;R;3;0
1564;38;I;R;24;0
1565;38;I;R;1;0
1566;38;I;R;8;0
1567;38;I;R;73;0
1568;38;I;R;8;0
1569;38;I;R;10;0
1570;38;I;R;5;0
1571;38;I;R;2;0
1572;38;I;R;29;0
1573;38;I;R;11;0
1574;38;I;R;3;0
1575;38;I;R;58;0
1576;38;I;R;33;0
1577;38;I;R;40;0
1578;38;I;R;25;0
1579;38;I;R;32;0
1580;38;I;R;4;0
1581;38;I;R;2;0
1582;38;I;R;27;0
1583;38;I;R;1;0
1584;38;I;R;4;0
1585;38;I;R;4;0
1586;38;I;R;60;0
1587;38;I;R;38;0
1588;38;I;R;125;0
1589;38;I;R;21;0
1590;38;I;R;7;0
1591;38;I;R;2;0
1592;38;I;R;25;0
1593;38;I;R;67;0
1594;38;I;R;3;0
1595;38;I;R;28;0
1596;38;I;R;59;0
1597;38;I;R;9;0
1598;38;I;R;13;0
1599;38;I;R;1;0
1600;38;I;R;40;0
1601;38;I;R;6;0
1602;38;I;R;58;0
1603;38;I;R;14;0
1604;38;I;R;162;0
1605;38;I;R;82;0
1606;38;I;R;6;0
1607;38;I;R;4;0
1608;38;I;R;31;0
1609;38;I;R;22;0
1610;38;I;R;26;0
1611;38;I;R;19;0
1612;38;I;R;22;0
1613;38;I;R;18;0
1614;38;I;R;22;0
1615;38;I;R;17;0
1616;38;I;R;74;0
1617;38;I;R;28;0
1618;38;I;R;35;0
1619;38;I;R;19;0
1620;38;I;R;63;0
1621;38;I;R;50;0
1622;38;I;R;21;0
1623;38;I;R;68;0
1624;38;N;R;143;0
1625;38;N;R;37;0
1626;38;N;R;7;0
1627;38;N;R;28;0
1628;38;N;R;10;0
1629;38;N;R;4;0
1630;38;N;R;24;0
1631;38;N;R;5;0
1632;38;N;R;19;0
1633;38;N;R;2;0
1634;38;N;R;58;0
1635;38;N;R;13;0
1636;38;I;R;22;0
1637;38;I;R;34;0
1638;38;I;R;111;0
1639;38;I;R;153;0
1640;38;I;R;12;0
1641;38;I;R;13;0
1642;38;I;R;11;0
1643;38;I;R;43;0
1644;38;I;R;5;0
1645;38;I;R;2;0
1646;38;I;R;53;0
1647;38;I;R;7;0
1648;38;I;R;20;0
1649;38;I;R;2;0
1650;38;I;R;7;0
1651;38;I;R;98;0
1652;38;I;R;19;0
1653;38;I;R;6;0
1654;38;I;R;3;0
1655;38;I;R;11;0
1656;38;I;R;8;0
1657;38;I;R;20;0
1658;38;I;R;1;0
1659;38;I;R;1396;327761
1660;38;I;R;3;0
1661;38;I;R;19;0
1662;38;I;R;30;0
1663;38;I;R;10;0
1664;38;I;R;10;0
1665;38;I;R;1;0
1666;38;I;R;7;0
1667;38;I;R;21;0
1668;38;I;R;5;0
1669;38;I;R;16;0
1670;38;I;R;4;0
1671;38;I;R;44;0
1672;38;I;R;8;0
1673;38;I;R;2;0
1674;38;I;R;11;0
1675;38;I;R;30;0
1676;38;I;R;21;0
1677;38;I;R;37;0
1678;38;I;R;2;0
1679;38;I;R;1;0
1680;38;I;R;10;0
1681;38;I;R;12;0
1682;38;I;R;23;0
1683;38;I;R;4;0
1684;38;I;R;59;0
1685;38;I;R;3;0
1686;38;I;R;10;0
1687;38;I;R;36;0
1688;38;I;R;15;0
1689;38;I;R;23;0
1690;38;I;R;29;0
1691;38;I;R;3;0
1692;38;I;R;24;0
1693;38;I;R;8;0
1694;38;I;R;4;0
1695;38;I;R;15;0
1696;38;I;R;56;0
1697;38;I;R;4;0
1698;38;I;R;8;0
1699;38;I;R;19;0
1700;38;I;R;1;0
1701;38;I;R;5;0
1702;38;I;R;19;0
1703;38;I;R;23;0
1704;38;I;R;15;0
1705;38;I;R;22;0
1706;38;I;R;17;0
1707;38;I;R;1;0
1708;38;I;R;4;0
1709;38;I;R;14;0
1710;38;I;R;3;0
1711;38;I;R;3;0
1712;38;N;R;199;0
1713;38;N;R;61;0
1714;38;I;R;75;0
1715;38;I;R;12;0
1716;38;I;R;42;0
1717;38;I;R;14;0
1718;38;I;R;8;0
1719;38;I;R;1;0
1720;38;I;R;2473;295647
1721;38;I;R;758;2424
1722;38;I;R;4;0
1723;38;I;R;2;0
1724;38;I;R;15;0
1725;38;I;R;7;0
1726;38;I;R;1;0
1727;39;I;R;3117;0
1728;39;I;R;2191;0
1729;39;I;R;1263;0
1730;39;I;R;3013;0
1731;39;I;R;1457;0
1732;39;I;R;1908;0
1733;40;I;R;4163;0
1734;40;I;R;5042;0
1735;40;I;R;2279;0
1736;40;I;R;2666;0
1737;40;I;R;4179;0
1738;40;I;R;6629;0
1739;40;I;R;4794;0
1740;40;I;R;3195;0
1741;41;I;R;6;0
1742;41;I;R;4;0
1743;41;I;R;8;0
1744;41;I;R;90;0
1745;41;I;R;59;0
1746;41;I;R;1;0
1747;41;I;R;151;0
1748;41;I;R;3;0
1749;41;I;R;4;0
1750;41;I;R;1;0
1751;41;I;R;5;0
1752;41;I;R;5;0
1753;41;I;R;121;0
1754;41;I;R;42;0
1755;41;I;R;132;0
1756;41;I;R;5;0
1757;41;I;R;146;0
1758;41;I;R;2760;0
1759;41;I;R;32;0
1760;41;I;R;118;0
1761;41;I;R;1;0
1762;41;I;R;152;0
1763;41;I;R;3;0
1764;41;I;R;39;0
1765;41;I;R;33;0
1766;41;I;R;136;0
1767;41;I;R;3;0
1768;41;I;R;34;0
1769;41;I;R;87;0
1770;41;I;R;75;0
1771;41;I;R;1;0
1772;41;I;R;9;0
1773;41;I;R;4;0
1774;41;I;R;10;0
1775;41;I;R;92;0
1776;41;I;R;15;0
1777;41;I;R;4204;0
1778;41;I;R;58;0
1779;41;I;R;85;0
1780;41;I;R;15;0
1781;41;I;R;124;0
1782;41;I;R;15;0
1783;41;I;R;2;0
1784;41;I;R;26;0
1785;41;I;R;3219;0
1786;41;I;R;1;0
1787;41;I;R;3060;0
1788;41;I;R;33;0
1789;41;I;R;1;0
1790;41;I;R;2;0
1791;41;I;R;5;0
1792;41;I;R;13;0
1793;41;I;R;2;0
1794;41;I;R;4163;0
1795;41;I;R;6;0
1796;41;I;R;1;0
1797;41;I;R;4;0
1798;41;I;R;1;0
1799;41;I;R;8;0
1800;41;I;R;92;0
1801;41;I;R;36;0
1802;41;I;R;7;0
1803;41;I;R;67;0
1804;41;I;R;6;0
1805;41;I;R;16;0
1806;41;I;R;4;0
1807;41;I;R;55;0
1808;41;I;R;2971;0
1809;41;I;R;7;0
1810;41;I;R;93;0
1811;41;I;R;3;0
1812;41;I;R;84;0
1813;41;I;R;3;0
1814;41;I;R;46;0
1815;41;I;R;15;0
1816;41;I;R;62;0
1817;41;I;R;2;0
1818;41;I;R;121;0
1819;41;I;R;4;0
1820;42;I;R;608;9184
1821;42;I;R;643;8337
1822;43;N;T;6;0
1823;43;I;T;8;0
1824;43;I;T;7;0
1825;43;I;T;0;0
1826;43;N;T;9;0
1827;43;N;T;17;0
1828;43;N;T;14;0
1829;43;N;T;6;0
1830;43;N;T;6;0
1831;43;N;T;0;0
1832;43;N;T;0;0
1833;43;I;T;2;0
1834;43;I;T;0;0
1835;43;I;T;7;0
1836;43;I;T;0;0
1837;43;I;T;5;0
1838;43;I;T;5;0
1839;43;N;T;0;0
1840;43;I;T;6;0
1841;43;I;T;5;0
1842;43;I;T;6;0
1843;43;I;T;5;0
1844;43;I;T;8;0
1845;43;I;T;0;0
1846;43;I;T;0;0
1847;43;N;T;8;0
1848;43;N;T;6;0
1849;43;N;T;15;0
1850;43;N;T;8;0
1851;43;N;T;20;0
1852;43;N;T;8;0
1853;43;I;T;7;0
1854;43;N;T;9;0
1855;44;I;R;20383;582411
1856;44;I;R;28714;252686
1857;45;N;T;16;225
1858;45;N;T;0;0
1859;45;N;T;0;0
1860;45;I;T;5;150
1861;45;N;T;2;0
1862;45;N;T;0;0
1863;45;N;T;0;0
1864;45;N;T;7;0
1865;45;I;T;9;100
1866;45;I;T;3;60
1867;45;N;T;0;0
1868;45;N;T;6;200
1869;45;N;T;5;100
1870;45;N;T;6;100
1871;45;N;T;7;0
1872;45;N;T;3;100
1873;45;N;T;0;0
1874;45;N;T;3;60
1875;45;N;T;5;0
1876;45;I;T;6;200
1877;45;I;T;5;180
1878;45;N;T;10;0
1879;45;N;T;14;0
1880;45;N;T;0;0
1881;45;N;T;2;0
1882;45;N;T;0;0
1883;45;I;T;0;40
1884;45;I;T;5;100
1885;45;I;T;2;50
1886;45;I;T;8;100
1887;45;I;T;6;120
1888;45;N;T;0;0
1889;45;N;T;17;0
1890;45;N;T;0;0
1891;45;N;T;8;250
1892;45;I;T;8;200
1893;46;N;T;1;645
1894;46;N;T;26;5877
1895;46;N;T;2;60
1896;46;N;T;1;1020
1897;46;N;T;14;280
1898;46;N;T;0;358
1899;46;N;T;0;600
1900;46;N;T;2;130
1901;46;N;T;0;464
1902;46;N;T;0;6964
1903;46;N;T;0;524
1904;46;N;T;2;4496
1905;46;N;T;1;2474
1906;46;N;T;4;400
1907;46;N;T;0;188
1908;46;N;T;0;0
1909;46;N;T;0;464
1910;46;N;T;2;20
1911;46;N;T;9;180
1912;46;N;T;3;120
1913;46;N;T;0;148
1914;46;N;T;1;200
1915;46;N;T;0;182
1916;46;N;T;1;1908
1917;46;N;T;0;609
1918;46;N;T;0;233
1919;46;N;T;0;282
1920;46;N;T;2;7794
1921;46;N;T;4;8065
1922;46;N;T;2;9308
1923;47;N;T;4;0
1924;47;N;T;13;60
1925;47;N;T;1;0
1926;47;N;T;6;0
1927;47;N;T;15;0
1928;47;N;T;0;0
1929;47;N;T;0;0
1930;47;N;T;10;635
1931;47;N;T;2;0
1932;47;N;T;3;0
1933;47;N;T;2;0
1934;47;N;T;22;500
1935;47;N;T;3;0
1936;47;N;T;8;0
1937;47;N;T;0;290
1938;47;N;T;0;290
1939;47;N;T;1;0
1940;47;N;T;0;180
1941;47;N;T;0;0
1942;47;N;T;4;0
1943;47;N;T;0;0
1944;47;N;T;5;0
1945;47;N;T;0;0
1946;47;N;T;0;210
1947;47;N;T;0;0
1948;47;N;T;5;0
1949;47;N;T;10;280
1950;47;N;T;4;0
1951;47;N;T;4;0
1952;47;N;T;4;0
1953;47;N;T;6;0
1954;47;N;T;0;155
1955;47;N;T;2;0
1956;47;N;T;0;0
1957;47;N;T;4;0
1958;47;N;T;0;150
1959;47;N;T;0;200
1960;47;N;T;5;0
1961;47;N;T;0;200
1962;47;N;T;5;0
1963;47;N;T;0;0
1964;48;N;T;2;40
1965;48;N;T;2;20
1966;48;N;T;4;110
1967;48;N;T;1;40
1968;48;N;T;5;130
1969;48;N;T;2;25
1970;48;N;T;1;0
1971;48;N;T;2;0
1972;48;N;T;14;0
1973;48;N;T;1;0
1974;48;N;T;0;0
1975;48;N;T;2;40
1976;48;N;T;5;0
1977;48;N;T;6;40
1978;48;N;T;2;0
1979;48;N;T;14;405
1980;48;N;T;1;50
1981;48;N;T;4;90
1982;49;I;C;72;0
1983;50;I;R;0;1041052
1984;50;I;A;0;16559
1985;50;I;R;0;230088
1986;50;I;A;0;14311
1987;50;N;R;0;602882
1988;50;I;A;0;354073
1989;51;I;C;63;0
1990;51;I;R;145;0
1991;51;I;C;75;0
1992;51;I;R;149;0
1993;52;I;C;0;30830
1994;52;I;C;0;701408
1995;53;I;C;171;6775
1996;53;I;R;1170;58103
1997;53;I;R;2;0
1998;53;I;R;74;0
1999;53;I;R;6;0
2000;53;I;R;162;0
2001;53;I;R;28;0
2002;53;I;R;18;0
2003;53;I;R;11;0
2004;53;I;R;62;0
2005;53;I;R;7;0
2006;53;I;R;11;0
2007;53;I;R;28;0
2008;53;I;R;68;0
2009;53;N;R;69;0
2010;53;I;R;6;0
2011;53;I;R;35;0
2012;53;I;R;37;0
2013;53;I;R;16;0
2014;53;I;R;19;0
2015;53;I;R;5;0
2016;53;I;R;9;0
2017;53;I;R;6;0
2018;53;I;R;2;0
2019;53;I;C;377;0
2020;53;I;R;804;0
2021;53;N;R;115;0
2022;53;I;R;16;0
2023;53;I;R;52;0
2024;54;N;R;848;0
2025;54;N;R;185;0
2026;54;N;R;573;0
2027;54;N;R;676;0
2028;54;N;R;283;0
2029;54;N;R;120;0
2030;54;N;R;606;0
2031;54;N;R;1123;0
2032;54;N;R;331;0
2033;54;N;R;84;0
2034;54;N;R;530;0
2035;54;N;R;0;0
2036;54;N;R;0;0
2037;54;N;R;0;0
2038;54;N;R;66;0
2039;54;N;R;1190;0
2040;54;N;R;48;0
2041;54;N;R;3343;0
2042;54;N;R;1385;0
2043;54;N;R;622;0
2044;54;N;R;911;0
2045;54;N;R;302;0
2046;54;N;R;1607;0
2047;54;N;R;379;0
2048;54;N;R;364;0
2049;54;N;R;2669;0
2050;54;N;R;0;0
2051;54;N;R;787;0
2052;54;N;R;387;0
2053;54;N;R;2763;0
2054;54;N;R;23;0
2055;54;N;R;274;0
2056;54;N;R;2305;0
2057;54;N;R;0;0
2058;54;N;R;30;0
2059;54;N;R;0;0
2060;54;N;R;1591;0
2061;54;N;R;562;0
2062;54;N;R;587;0
2063;54;N;R;1152;0
2064;54;N;R;2817;0
2065;54;N;R;419;0
2066;54;N;R;1265;0
2067;54;N;R;834;0
2068;54;N;R;434;0
2069;54;N;R;321;0
2070;54;N;R;496;0
2071;54;N;R;2372;0
2072;54;N;R;730;0
2073;54;N;R;402;0
2074;54;N;R;2750;0
2075;54;N;R;542;0
2076;54;N;R;1294;0
2077;54;N;R;2980;0
2078;54;N;R;182;0
2079;54;N;R;713;0
2080;54;N;R;1947;0
2081;54;N;R;489;0
2082;54;N;R;416;0
2083;54;N;R;646;0
2084;54;N;R;856;0
2085;54;N;R;0;0
2086;54;N;R;34;0
2087;54;N;R;133;0
2088;54;N;R;5042;0
2089;54;N;R;253;0
2090;54;N;R;1365;0
2091;54;N;R;590;0
2092;54;N;R;478;0
2093;54;N;R;281;0
2094;54;N;R;676;0
2095;54;N;R;1413;0
2096;54;N;R;57;0
2097;54;N;R;1959;0
2098;54;N;R;1467;0
2099;54;N;R;672;0
2100;54;N;R;0;0
2101;54;N;R;955;0
2102;54;N;R;296;0
2103;54;N;R;610;0
2104;54;N;R;0;0
2105;54;N;R;283;0
2106;54;N;R;875;0
2107;54;N;R;219;0
2108;54;N;R;1468;0
2109;54;N;R;891;0
2110;54;N;R;213;0
2111;54;N;R;0;0
2112;54;N;R;327;0
2113;54;N;R;716;0
2114;54;N;R;434;0
2115;54;N;R;1884;0
2116;54;N;R;594;0
2117;54;N;R;819;0
2118;54;N;R;2502;0
2119;54;N;R;4792;0
2120;54;N;R;1170;0
2121;54;N;R;2096;0
2122;54;N;R;2881;0
2123;54;N;R;385;0
2124;54;N;R;1579;0
2125;54;N;R;1506;0
2126;54;N;R;365;0
2127;54;N;R;887;0
2128;54;N;R;548;0
2129;54;N;R;1215;0
2130;54;N;R;850;0
2131;54;N;R;676;0
2132;54;N;R;323;0
2133;54;N;R;41;0
2134;54;N;R;389;0
2135;54;N;R;681;0
2136;54;N;R;363;0
2137;54;N;R;593;0
2138;54;N;R;764;0
2139;54;N;R;690;0
2140;54;N;R;284;0
2141;55;I;R;0;191973
2142;55;I;R;0;28792
2143;55;I;R;0;385245
2144;55;I;R;0;146764
2145;56;N;R;2;0
2146;56;I;R;65;0
2147;56;I;R;1;0
2148;56;I;R;18;0
2149;56;I;R;1;0
2150;56;I;R;29;0
2151;56;I;R;1;0
2152;56;I;R;5;0
2153;56;I;R;50;0
2154;56;I;R;50;0
2155;56;I;R;144;0
2156;56;I;R;60;0
2157;56;I;R;6;0
2158;56;N;R;1;0
2159;56;I;R;16;0
2160;56;I;R;15;0
2161;56;I;R;12;0
2162;56;N;R;6;0
2163;56;I;R;8;0
2164;56;I;R;269;0
2165;56;I;R;33;0
2166;56;I;R;20;0
2167;56;I;R;75;0
2168;56;I;R;12;0
2169;56;I;R;100;0
2170;56;I;R;7;0
2171;56;I;R;12;0
2172;56;I;R;10;0
2173;56;I;R;7;0
2174;56;I;R;21;0
2175;56;I;R;4;0
2176;56;I;R;49;0
2177;56;I;R;37;0
2178;56;I;R;6;0
2179;56;I;R;3;0
2180;56;N;R;7;0
2181;56;N;R;16;0
2182;56;N;R;3;0
2183;56;I;R;142;0
2184;56;I;R;12;0
2185;56;I;R;31;0
2186;56;I;R;60;0
2187;56;I;R;1;0
2188;56;I;R;5;0
2189;56;I;R;1;0
2190;56;I;R;151;0
2191;56;I;R;5;0
